util_tier,pay_segment,variant,accepted,revenue,monthly_spend,default_flag,fraud_flag,limit_offered,exp_day
Low (<30%),On-time,control,1,90.12,22409.15,0,0,21727.5,11
Low (<30%),On-time,control,0,0.0,16687.96,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,33831.55,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,21823.66,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,31535.33,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,3841.0,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,14016.61,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,11358.19,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,12546.17,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,8930.08,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,16281.1,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,5407.18,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,16340.12,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,9079.78,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,10399.02,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,16629.13,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,13891.73,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,22620.7,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,8224.79,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,12827.0,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,20827.86,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,15998.66,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,16522.15,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,23241.2,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,10900.23,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,9810.86,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,17811.73,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,12393.71,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,23406.34,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,16067.39,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,9778.93,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,15817.19,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,8504.16,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,21442.38,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,6641.44,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,24604.71,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,15679.33,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,12300.31,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,19561.67,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,17245.8,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,25974.0,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,25853.24,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,15927.55,1,0,0.0,8
Low (<30%),On-time,control,1,52.27,8636.69,0,0,38784.75,4
Low (<30%),On-time,control,0,0.0,10187.39,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,12885.23,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,22937.33,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,10630.34,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,11083.25,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,33652.27,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,12676.58,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,9723.44,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,19692.31,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,12985.56,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,6666.57,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,22474.07,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,9192.48,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,13649.43,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,12907.85,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,14983.59,1,0,0.0,4
Low (<30%),On-time,control,0,0.0,4465.44,1,0,0.0,2
Low (<30%),On-time,control,0,0.0,11294.95,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,23437.18,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,25144.21,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,8135.68,0,0,0.0,10
Low (<30%),On-time,control,1,70.51,21161.94,0,0,47470.11,6
Low (<30%),On-time,control,0,0.0,9126.57,1,0,0.0,1
Low (<30%),On-time,control,0,0.0,11074.43,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,11369.26,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,14101.86,0,0,0.0,14
Low (<30%),On-time,control,1,71.22,22034.03,0,0,24341.71,10
Low (<30%),On-time,control,1,78.33,15244.17,0,0,28906.58,3
Low (<30%),On-time,control,0,0.0,12538.94,1,0,0.0,8
Low (<30%),On-time,control,0,0.0,21662.02,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,8940.35,1,0,0.0,8
Low (<30%),On-time,control,0,0.0,12849.39,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,21972.59,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,17401.53,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,10577.75,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,6267.81,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,15600.99,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,6065.2,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,12008.98,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,24079.94,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,17998.43,0,0,0.0,13
Low (<30%),On-time,control,1,110.5,4855.33,0,0,18599.07,13
Low (<30%),On-time,control,0,0.0,14763.1,1,0,0.0,3
Low (<30%),On-time,control,0,0.0,11385.27,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,7064.25,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,15790.61,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,10444.09,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,10476.54,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,14209.74,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,9766.55,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,14010.02,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,9926.84,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,10202.92,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,21941.28,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,23086.34,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,5683.56,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,19403.27,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,26875.11,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,29095.79,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,17324.04,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,7871.17,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,18299.9,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,8647.57,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,11250.61,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,16174.67,0,0,0.0,7
Low (<30%),On-time,control,1,70.36,8930.97,0,0,34109.12,8
Low (<30%),On-time,control,0,0.0,7528.57,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,16857.43,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,33971.34,0,0,0.0,14
Low (<30%),On-time,control,1,73.4,24866.52,0,0,21258.44,6
Low (<30%),On-time,control,0,0.0,19020.14,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,21791.02,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,18370.84,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,16724.17,1,0,0.0,12
Low (<30%),On-time,control,0,0.0,20930.64,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,6737.73,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,14755.97,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,12825.44,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,13892.6,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,10603.87,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,17324.97,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,8872.36,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,10226.45,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,9630.79,1,0,0.0,10
Low (<30%),On-time,control,0,0.0,20570.92,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,13277.13,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,10606.73,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,11080.54,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,13381.13,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,30053.9,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,7196.86,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,18721.27,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,16908.83,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,8588.49,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,27808.5,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,17488.53,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,10360.89,1,0,0.0,5
Low (<30%),On-time,control,0,0.0,5270.89,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,14976.44,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,13059.71,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,7976.89,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,7925.6,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,20617.91,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,5023.15,1,0,0.0,13
Low (<30%),On-time,control,0,0.0,15627.72,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,12160.42,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,17124.03,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,11527.7,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,15464.43,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,9212.1,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,13030.63,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,17055.06,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,14401.62,0,0,0.0,10
Low (<30%),On-time,control,1,34.49,16152.24,0,0,23783.41,3
Low (<30%),On-time,control,0,0.0,8397.59,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,9940.01,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,10026.54,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,11630.84,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,26342.84,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,11187.71,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,7539.27,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,17509.23,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,26186.05,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,7108.56,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,35812.98,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,16436.32,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,22395.29,0,0,0.0,11
Low (<30%),On-time,control,1,121.46,27811.26,0,0,36806.96,14
Low (<30%),On-time,control,1,54.59,21719.57,0,0,51539.6,10
Low (<30%),On-time,control,0,0.0,12637.1,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,24551.04,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,15168.26,1,0,0.0,1
Low (<30%),On-time,control,1,82.43,23038.06,1,0,19969.94,9
Low (<30%),On-time,control,0,0.0,24333.23,0,0,0.0,10
Low (<30%),On-time,control,1,54.13,7740.43,0,0,36232.06,13
Low (<30%),On-time,control,1,28.58,19866.91,0,0,38595.54,10
Low (<30%),On-time,control,0,0.0,12194.18,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,14310.6,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,14231.41,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,13948.75,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,28607.47,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,6744.19,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,5644.79,0,0,0.0,4
Low (<30%),On-time,control,1,63.27,5079.74,0,0,26610.64,13
Low (<30%),On-time,control,0,0.0,22793.54,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,9071.94,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,14267.7,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,12610.71,0,0,0.0,7
Low (<30%),On-time,control,1,72.03,8573.86,0,0,41440.46,5
Low (<30%),On-time,control,0,0.0,20443.06,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,12530.6,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,11858.41,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,15004.36,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,19149.78,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,8268.2,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,20663.4,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,27572.86,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,6545.93,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,15349.07,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,11466.66,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,18944.63,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,7268.69,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,30155.71,1,0,0.0,14
Low (<30%),On-time,control,0,0.0,5977.23,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,11819.66,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,16594.2,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,9475.76,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,8760.07,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,14924.78,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,13884.67,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,13394.9,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,20516.91,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,10964.57,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,15669.27,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,10366.75,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,8734.15,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,11582.85,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,10407.46,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,10670.72,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,23916.5,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,11761.76,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,9587.42,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,13544.01,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,14069.64,1,0,0.0,7
Low (<30%),On-time,control,0,0.0,7377.72,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,11504.08,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,11274.72,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,12253.76,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,19195.37,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,14299.74,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,24677.05,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,13277.55,0,0,0.0,8
Low (<30%),On-time,control,1,87.78,32458.06,0,0,37432.4,2
Low (<30%),On-time,control,0,0.0,10607.04,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,9089.54,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,17558.82,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,26415.37,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,6702.65,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,12102.47,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,9840.57,0,0,0.0,3
Low (<30%),On-time,control,1,58.2,14343.98,0,0,22105.69,2
Low (<30%),On-time,control,0,0.0,13422.25,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,26169.53,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,12650.58,1,0,0.0,8
Low (<30%),On-time,control,0,0.0,26557.1,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,11408.46,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,21224.28,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,14972.82,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,31716.84,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,6381.46,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,7463.14,0,0,0.0,10
Low (<30%),On-time,control,1,75.38,33371.97,0,0,27772.77,12
Low (<30%),On-time,control,0,0.0,9256.0,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,9554.42,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,8619.64,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,23715.48,1,0,0.0,13
Low (<30%),On-time,control,0,0.0,7136.17,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,13505.95,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,11694.21,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,22424.7,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,10075.07,1,0,0.0,1
Low (<30%),On-time,control,0,0.0,16437.11,1,0,0.0,5
Low (<30%),On-time,control,0,0.0,7435.73,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,41632.27,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,11847.41,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,13413.84,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,30547.48,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,9959.92,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,30740.97,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,10871.77,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,18685.62,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,10029.84,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,6779.39,1,0,0.0,12
Low (<30%),On-time,control,0,0.0,16431.53,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,18390.91,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,6916.86,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,11454.42,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,24343.98,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,18028.69,1,0,0.0,2
Low (<30%),On-time,control,0,0.0,10960.5,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,9906.02,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,35375.77,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,6478.18,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,12965.68,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,6420.89,0,0,0.0,10
Low (<30%),On-time,control,1,83.24,25772.61,0,0,38059.41,3
Low (<30%),On-time,control,0,0.0,13307.71,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,14599.57,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,53322.12,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,9926.11,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,32014.63,0,0,0.0,2
Low (<30%),On-time,control,1,52.62,10985.09,0,0,22796.27,3
Low (<30%),On-time,control,0,0.0,11883.48,1,0,0.0,10
Low (<30%),On-time,control,1,107.35,49948.51,0,0,30045.89,11
Low (<30%),On-time,control,0,0.0,12321.67,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,6717.52,0,0,0.0,14
Low (<30%),On-time,control,0,0.0,15376.87,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,12250.13,1,0,0.0,12
Low (<30%),On-time,control,0,0.0,16045.89,0,0,0.0,11
Low (<30%),On-time,control,0,0.0,12492.22,0,0,0.0,12
Low (<30%),On-time,control,0,0.0,40434.26,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,17641.83,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,7802.33,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,14213.3,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,8953.91,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,11799.39,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,8471.31,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,38300.55,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,9451.87,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,18834.44,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,11360.76,0,0,0.0,10
Low (<30%),On-time,control,0,0.0,7483.48,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,14742.43,1,0,0.0,11
Low (<30%),On-time,control,0,0.0,16317.71,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,17658.52,1,0,0.0,6
Low (<30%),On-time,control,0,0.0,3599.5,0,0,0.0,2
Low (<30%),On-time,control,0,0.0,7202.89,0,0,0.0,1
Low (<30%),On-time,control,1,58.42,21556.61,0,0,28093.53,11
Low (<30%),On-time,control,0,0.0,8415.72,0,0,0.0,3
Low (<30%),On-time,control,0,0.0,14781.51,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,7119.89,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,19253.75,0,0,0.0,7
Low (<30%),On-time,control,1,47.7,21275.15,0,0,23398.86,4
Low (<30%),On-time,control,0,0.0,19256.72,0,0,0.0,8
Low (<30%),On-time,control,0,0.0,22380.35,0,0,0.0,7
Low (<30%),On-time,control,0,0.0,29190.85,1,0,0.0,10
Low (<30%),On-time,control,0,0.0,7425.11,0,0,0.0,9
Low (<30%),On-time,control,0,0.0,9003.1,0,0,0.0,1
Low (<30%),On-time,control,0,0.0,20919.4,0,0,0.0,5
Low (<30%),On-time,control,0,0.0,23500.34,0,0,0.0,13
Low (<30%),On-time,control,0,0.0,9532.75,0,0,0.0,4
Low (<30%),On-time,control,0,0.0,9206.98,0,0,0.0,6
Low (<30%),On-time,control,0,0.0,9638.82,1,0,0.0,1
Low (<30%),On-time,control,0,0.0,5985.61,0,0,0.0,6
